path_rank,path,step_0,step_1,step_2,step_3,step_4,step_5,step_6,step_7,step_8,step_9,step_10,step_11,step_12,step_13
864,0000000000000->0000000000010->0000001000010->1000001000010->1100001000010->1100001010010->1100101010010->1101101010010->1101101010011->1101101110011->1101101111011->1111101111011->1111111111011->1111111111111,0,2,66,4162,6210,6226,6482,6994,6995,7027,7035,8059,8187,8191
865,0000000000000->0000000000010->0100000000010->0100100000010->0100110000010->0101110000010->0101111000010->0101111010010->1101111010010->1101111010011->1101111110011->1101111111011->1111111111011->1111111111111,0,2,2050,2306,2434,2946,3010,3026,7122,7123,7155,7163,8187,8191
866,0000000000000->0000000000010->0000000000110->0001000000110->0001100000110->0001100010110->0011100010110->0111100010110->0111100011110->0111110011110->0111111011110->1111111011110->1111111111110->1111111111111,0,2,6,518,774,790,1814,3862,3870,3998,4062,8158,8190,8191
867,0000000000000->1000000000000->1000000000100->1000100000100->1000100010100->1001100010100->1001110010100->1011110010100->1111110010100->1111110010101->1111110011101->1111111011101->1111111111101->1111111111111,0,4096,4100,4356,4372,4884,5012,6036,8084,8085,8093,8157,8189,8191
868,0000000000000->0000000000001->0000000000011->1000000000011->1100000000011->1100100000011->1100100010011->1101100010011->1101100110011->1101101110011->1101101111011->1111101111011->1111111111011->1111111111111,0,1,3,4099,6147,6403,6419,6931,6963,7027,7035,8059,8187,8191
869,0000000000000->0000000010000->0000000010100->0000000010110->0000100010110->0001100010110->0011100010110->0111100010110->0111100011110->0111110011110->1111110011110->1111111011110->1111111111110->1111111111111,0,16,20,22,278,790,1814,3862,3870,3998,8094,8158,8190,8191
870,0000000000000->0000100000000->0100100000000->0100100000001->0100101000001->0100111000001->0100111001001->0101111001001->0101111011001->0101111111001->0111111111001->1111111111001->1111111111011->1111111111111,0,256,2304,2305,2369,2497,2505,3017,3033,3065,4089,8185,8187,8191
871,0000000000000->0000001000000->0000001000001->0000001000101->0000001001101->0000101001101->1000101001101->1001101001101->1011101001101->1011101101101->1011111101101->1011111101111->1111111101111->1111111111111,0,64,65,69,77,333,4429,4941,5965,5997,6125,6127,8175,8191
872,0000000000000->1000000000000->1000000010000->1000000010010->1000001010010->1100001010010->1100101010010->1101101010010->1101101010011->1101101110011->1101101111011->1111101111011->1111111111011->1111111111111,0,4096,4112,4114,4178,6226,6482,6994,6995,7027,7035,8059,8187,8191
873,0000000000000->0000010000000->1000010000000->1000010000010->1000010010010->1000010010011->1100010010011->1100010011011->1100110011011->1101110011011->1101110111011->1101111111011->1111111111011->1111111111111,0,128,4224,4226,4242,4243,6291,6299,6555,7067,7099,7163,8187,8191
874,0000000000000->0000000000010->0000001000010->1000001000010->1000001010010->1100001010010->1100101010010->1101101010010->1101101010011->1101101110011->1101101111011->1111101111011->1111111111011->1111111111111,0,2,66,4162,4178,6226,6482,6994,6995,7027,7035,8059,8187,8191
875,0000000000000->0000000000001->0000100000001->0000100000011->0000100010011->1000100010011->1000110010011->1100110010011->1101110010011->1101110011011->1101110111011->1101111111011->1111111111011->1111111111111,0,1,257,259,275,4371,4499,6547,7059,7067,7099,7163,8187,8191
876,0000000000000->0000000010000->0100000010000->0100000011000->0101000011000->0101000011001->1101000011001->1101100011001->1101101011001->1101111011001->1101111111001->1111111111001->1111111111011->1111111111111,0,16,2064,2072,2584,2585,6681,6937,7001,7129,7161,8185,8187,8191
877,0000000000000->0000000000100->0010000000100->0010000000101->0011000000101->0111000000101->0111100000101->0111110000101->0111110001101->0111111001101->1111111001101->1111111011101->1111111111101->1111111111111,0,4,1028,1029,1541,3589,3845,3973,3981,4045,8141,8157,8189,8191
878,0000000000000->0001000000000->0001010000000->0001010100000->0001110100000->0011110100000->0111110100000->0111110101000->1111110101000->1111111101000->1111111101001->1111111111001->1111111111011->1111111111111,0,512,640,672,928,1952,4000,4008,8104,8168,8169,8185,8187,8191
879,0000000000000->0000000000001->0000000000011->0000000010011->0000100010011->1000100010011->1100100010011->1101100010011->1101101010011->1101101110011->1101101111011->1111101111011->1111111111011->1111111111111,0,1,3,19,275,4371,6419,6931,6995,7027,7035,8059,8187,8191
880,0000000000000->0000000010000->0000010010000->0000010010001->0100010010001->0101010010001->0101110010001->0101110011001->0101111011001->0101111111001->0101111111011->1101111111011->1111111111011->1111111111111,0,16,144,145,2193,2705,2961,2969,3033,3065,3067,7163,8187,8191
881,0000000000000->0000000000001->0001000000001->0001000001001->0001000101001->0001000111001->0001010111001->0101010111001->0101011111001->1101011111001->1101111111001->1111111111001->1111111111011->1111111111111,0,1,513,521,553,569,697,2745,2809,6905,7161,8185,8187,8191
882,0000000000000->0100000000000->0100010000000->0100010010000->0100110010000->0100111010000->0101111010000->0101111010010->0101111010011->0101111110011->1101111110011->1101111111011->1111111111011->1111111111111,0,2048,2176,2192,2448,2512,3024,3026,3027,3059,7155,7163,8187,8191
883,0000000000000->0000000010000->0000010010000->1000010010000->1000011010000->1000011010010->1100011010010->1100111010010->1101111010010->1101111010011->1101111110011->1101111111011->1111111111011->1111111111111,0,16,144,4240,4304,4306,6354,6610,7122,7123,7155,7163,8187,8191
884,0000000000000->0000000000001->0000100000001->0001100000001->0011100000001->0111100000001->0111100100001->0111100101001->0111100111001->0111101111001->0111101111011->1111101111011->1111111111011->1111111111111,0,1,257,769,1793,3841,3873,3881,3897,3961,3963,8059,8187,8191
885,0000000000000->0001000000000->0001000100000->0001100100000->0011100100000->1011100100000->1111100100000->1111100101000->1111110101000->1111111101000->1111111101001->1111111101011->1111111111011->1111111111111,0,512,544,800,1824,5920,7968,7976,8104,8168,8169,8171,8187,8191
886,0000000000000->0000000000100->0000000010100->0000001010100->1000001010100->1000001011100->1000001111100->1000001111101->1000011111101->1000011111111->1100011111111->1100111111111->1101111111111->1111111111111,0,4,20,84,4180,4188,4220,4221,4349,4351,6399,6655,7167,8191
887,0000000000000->0100000000000->0101000000000->0101100000000->0101100100000->0101110100000->0101110110000->0101111110000->0101111111000->0111111111000->0111111111001->0111111111011->1111111111011->1111111111111,0,2048,2560,2816,2848,2976,2992,3056,3064,4088,4089,4091,8187,8191
888,0000000000000->0000000000001->1000000000001->1000000000011->1000000000111->1100000000111->1101000000111->1101010000111->1101010001111->1101010101111->1111010101111->1111011101111->1111111101111->1111111111111,0,1,4097,4099,4103,6151,6663,6791,6799,6831,7855,7919,8175,8191
889,0000000000000->0000000010000->0001000010000->1001000010000->1001000011000->1001000111000->1001010111000->1101010111000->1101010111001->1101110111001->1101110111011->1101111111011->1111111111011->1111111111111,0,16,528,4624,4632,4664,4792,6840,6841,7097,7099,7163,8187,8191
890,0000000000000->0000000000100->1000000000100->1001000000100->1001001000100->1001001001100->1001001001101->1001101001101->1011101001101->1011101101101->1011111101101->1011111101111->1111111101111->1111111111111,0,4,4100,4612,4676,4684,4685,4941,5965,5997,6125,6127,8175,8191
891,0000000000000->0100000000000->0100000000001->0110000000001->0110000000011->0111000000011->1111000000011->1111100000011->1111100001011->1111100011011->1111100111011->1111101111011->1111111111011->1111111111111,0,2048,2049,3073,3075,3587,7683,7939,7947,7963,7995,8059,8187,8191
892,0000000000000->0000000000010->0000000000011->0100000000011->0100000010011->0101000010011->0101000110011->0101000111011->0101100111011->0101110111011->0101111111011->0111111111011->1111111111011->1111111111111,0,2,3,2051,2067,2579,2611,2619,2875,3003,3067,4091,8187,8191
893,0000000000000->0000000010000->0000001010000->0000011010000->1000011010000->1000011010010->1100011010010->1100111010010->1101111010010->1101111010011->1101111110011->1101111111011->1111111111011->1111111111111,0,16,80,208,4304,4306,6354,6610,7122,7123,7155,7163,8187,8191
894,0000000000000->0000010000000->0000011000000->0000011000100->0000111000100->0001111000100->0001111001100->0011111001100->0011111101100->0011111101110->0111111101110->0111111111110->1111111111110->1111111111111,0,128,192,196,452,964,972,1996,2028,2030,4078,4094,8190,8191
895,0000000000000->0000010000000->0000010000001->0100010000001->0100010000011->0101010000011->0111010000011->0111110000011->0111110001011->1111110001011->1111110101011->1111111101011->1111111111011->1111111111111,0,128,129,2177,2179,2691,3715,3971,3979,8075,8107,8171,8187,8191
896,0000000000000->1000000000000->1000100000000->1000100000001->1001100000001->1001100100001->1011100100001->1011100110001->1111100110001->1111100111001->1111101111001->1111111111001->1111111111011->1111111111111,0,4096,4352,4353,4865,4897,5921,5937,7985,7993,8057,8185,8187,8191
897,0000000000000->0000001000000->0000011000000->0000011000100->1000011000100->1000011100100->1000011100101->1000011101101->1000011101111->1000011111111->1100011111111->1100111111111->1101111111111->1111111111111,0,64,192,196,4292,4324,4325,4333,4335,4351,6399,6655,7167,8191
898,0000000000000->0000000000010->0000000000011->0000100000011->0000100010011->1000100010011->1100100010011->1100110010011->1101110010011->1101110011011->1101110111011->1101111111011->1111111111011->1111111111111,0,2,3,259,275,4371,6419,6547,7059,7067,7099,7163,8187,8191
899,0000000000000->0001000000000->0001000010000->0001000110000->1001000110000->1001010110000->1001010111000->1101010111000->1101011111000->1101011111001->1101111111001->1111111111001->1111111111011->1111111111111,0,512,528,560,4656,4784,4792,6840,6904,6905,7161,8185,8187,8191
900,0000000000000->0000000010000->0000100010000->0000100010100->1000100010100->1001100010100->1001110010100->1001110010101->1011110010101->1011110011101->1111110011101->1111111011101->1111111111101->1111111111111,0,16,272,276,4372,4884,5012,5013,6037,6045,8093,8157,8189,8191
901,0000000000000->0000000000100->0000000000110->1000000000110->1000010000110->1000010000111->1100010000111->1101010000111->1101010001111->1101010101111->1111010101111->1111011101111->1111111101111->1111111111111,0,4,6,4102,4230,4231,6279,6791,6799,6831,7855,7919,8175,8191
902,0000000000000->0001000000000->0001000100000->0001000110000->0001010110000->1001010110000->1001010111000->1101010111000->1101110111000->1101111111000->1111111111000->1111111111001->1111111111011->1111111111111,0,512,544,560,688,4784,4792,6840,7096,7160,8184,8185,8187,8191
903,0000000000000->0000100000000->0001100000000->1001100000000->1001100010000->1001100010001->1011100010001->1011100110001->1111100110001->1111100111001->1111101111001->1111111111001->1111111111011->1111111111111,0,256,768,4864,4880,4881,5905,5937,7985,7993,8057,8185,8187,8191
904,0000000000000->0000000010000->0000000010100->0000000010101->0000100010101->0001100010101->0011100010101->0111100010101->0111100011101->0111101011101->1111101011101->1111111011101->1111111111101->1111111111111,0,16,20,21,277,789,1813,3861,3869,3933,8029,8157,8189,8191
905,0000000000000->0100000000000->1100000000000->1110000000000->1110100000000->1110100000001->1111100000001->1111100001001->1111100001011->1111100011011->1111100111011->1111101111011->1111111111011->1111111111111,0,2048,6144,7168,7424,7425,7937,7945,7947,7963,7995,8059,8187,8191
906,0000000000000->0001000000000->0001010000000->0001010001000->1001010001000->1001010011000->1001010111000->1101010111000->1101110111000->1101111111000->1111111111000->1111111111001->1111111111011->1111111111111,0,512,640,648,4744,4760,4792,6840,7096,7160,8184,8185,8187,8191
907,0000000000000->0000001000000->0000001000001->1000001000001->1000001000101->1001001000101->1001101000101->1001101001101->1011101001101->1011101101101->1011111101101->1011111101111->1111111101111->1111111111111,0,64,65,4161,4165,4677,4933,4941,5965,5997,6125,6127,8175,8191
908,0000000000000->0000001000000->1000001000000->1000011000000->1000011000100->1000011100100->1000011100101->1000011101101->1000011101111->1000011111111->1100011111111->1100111111111->1101111111111->1111111111111,0,64,4160,4288,4292,4324,4325,4333,4335,4351,6399,6655,7167,8191
909,0000000000000->0100000000000->0100100000000->0100100000010->0100110000010->0110110000010->0110110000011->0111110000011->1111110000011->1111110001011->1111110101011->1111111101011->1111111111011->1111111111111,0,2048,2304,2306,2434,3458,3459,3971,8067,8075,8107,8171,8187,8191
910,0000000000000->0000100000000->0000100000100->0000101000100->0001101000100->1001101000100->1001101001100->1001101001101->1011101001101->1011101101101->1011111101101->1011111101111->1111111101111->1111111111111,0,256,260,324,836,4932,4940,4941,5965,5997,6125,6127,8175,8191
911,0000000000000->0100000000000->0100010000000->0100011000000->0100011001000->1100011001000->1100011001001->1110011001001->1110011001101->1111011001101->1111111001101->1111111011101->1111111111101->1111111111111,0,2048,2176,2240,2248,6344,6345,7369,7373,7885,8141,8157,8189,8191
912,0000000000000->0000000000001->0000010000001->0001010000001->0001010100001->0001010110001->0001010111001->0101010111001->0101011111001->0101111111001->0111111111001->1111111111001->1111111111011->1111111111111,0,1,129,641,673,689,697,2745,2809,3065,4089,8185,8187,8191
913,0000000000000->1000000000000->1000100000000->1000100000001->1000110000001->1000110010001->1000110010101->1001110010101->1011110010101->1011110011101->1111110011101->1111111011101->1111111111101->1111111111111,0,4096,4352,4353,4481,4497,4501,5013,6037,6045,8093,8157,8189,8191
914,0000000000000->0100000000000->0101000000000->0101000010000->1101000010000->1101100010000->1111100010000->1111100010001->1111100011001->1111100111001->1111101111001->1111111111001->1111111111011->1111111111111,0,2048,2560,2576,6672,6928,7952,7953,7961,7993,8057,8185,8187,8191
915,0000000000000->0000001000000->0000011000000->0000011000100->0000111000100->0001111000100->0001111001100->0011111001100->0011111101100->1011111101100->1011111101110->1011111101111->1111111101111->1111111111111,0,64,192,196,452,964,972,1996,2028,6124,6126,6127,8175,8191
